"Average Groups Contribution to dissimilarity","Porous Contaminated x Karst-Porous","Porous Contaminated x Mine","Porous Contaminated x Subsurface saline","Porous Contaminated x Porous","Porous Contaminated x Geyser","Karst-Porous x Mine","Karst-Porous x Subsurface saline","Karst-Porous x Porous","Karst-Porous x Geyser","Mine x Subsurface saline","Mine x Porous","Mine x Geyser","Subsurface saline x Porous","Subsurface saline x Geyser","Porous x Geyser"
"Anaerovibrio",8.7172455359647e-06,9.33666997762764e-06,2.38961619106516e-05,9.89790414544022e-06,8.64878621567189e-06,4.45215567074529e-06,2.32181418415007e-05,5.30884300019323e-06,3.04533954655666e-06,2.37629193053486e-05,5.44255916942759e-06,3.54059821978469e-06,2.35620936521749e-05,2.42420212072651e-05,4.28699380648172e-06
"Anaplasma",9.91871506027317e-06,7.69561369865828e-06,1.93290928702849e-05,9.41271337652086e-06,1.07547524545518e-05,6.17597925828438e-06,1.88360863058226e-05,6.12243258924486e-06,8.10905958223221e-06,1.72891252193832e-05,4.33615272945929e-06,6.14335265138465e-06,1.84856242306415e-05,1.94303259927744e-05,5.76200374445352e-06
"Anderseniella",3.11156781731847e-05,2.09264979771346e-05,6.36041683911307e-05,1.94661138877475e-05,2.39879368519769e-05,2.95886568169441e-05,6.44206420587806e-05,2.89623921240934e-05,3.5096760217159e-05,6.20685144895055e-05,1.60625520954658e-05,2.08315936531988e-05,6.18364520326914e-05,6.57305465601461e-05,1.9486003040358e-05
"Aneurinibacillus",4.35497314199272e-05,4.60417149553471e-05,7.01781196891529e-05,4.23024899450294e-05,4.18812997284915e-05,4.12902290271304e-05,7.22455539299306e-05,3.82430906745566e-05,2.69889338380201e-05,7.24125209068618e-05,4.06790386422132e-05,3.76308999556735e-05,6.83793500963806e-05,7.47002918766431e-05,3.54228996272226e-05
"Anoxybacillus",9.76692140402524e-05,8.90183286353726e-05,0.000113381640184676,8.90934750598374e-05,9.40516407176666e-05,2.80359683987507e-05,7.28220364336946e-05,3.78296172922125e-05,2.71532813448702e-05,6.80417288371843e-05,2.6408958757469e-05,1.62619470563742e-05,6.52193732073038e-05,7.28292046833899e-05,3.13791710917153e-05
"Anoxybacter",2.02943858169185e-05,0.000103257136354014,2.42312900527887e-05,2.41497472520925e-05,1.919459557077e-05,0.000103746095293987,2.37229656733852e-05,1.99508480963997e-05,9.3229779127068e-06,0.000102694137965565,0.000105255384814136,0.000104780927735717,2.73891226164359e-05,2.37428246670217e-05,1.74870180539359e-05
"Antarctobacter",1.34826010934485e-05,6.71248091936381e-06,0.000161338780725685,8.0196461692424e-06,8.67448095600913e-06,1.34875374658813e-05,0.000156809179677125,1.28008586954541e-05,1.32731881218778e-05,0.000166299794096252,7.6026974081531e-06,7.76485197146115e-06,0.000159484764630034,0.000159886796972595,8.04646424597366e-06
"Aquabacterium",0.000444586317796827,0.00389655190474748,0.000424437161152647,0.00169253766172612,0.000441794509834708,0.00384476496610847,0.000127018605029733,0.00155743185848743,0.000191970167921683,0.00387117548370008,0.00419474175452407,0.00391494482000545,0.00152784960664947,0.000152214428566281,0.00155556699030957
"Aquaspirillum",5.3356569002769e-05,4.01656728960546e-05,4.76829185609997e-05,4.34270058264618e-05,4.42254361647741e-05,4.08933973179965e-05,4.73727504139679e-05,4.2814666472907e-05,4.49994386304837e-05,4.55910593404184e-05,3.51991721122663e-05,2.20503662212174e-05,3.28339440554319e-05,4.28936581667719e-05,3.59485919585447e-05
"Aquifex",5.65339417459033e-06,6.61939257057239e-05,5.05769579090328e-06,5.40395784512817e-06,6.51446506040708e-06,6.54840542069506e-05,2.97265825934413e-06,2.78993552016673e-06,4.56791990902942e-06,6.51766214105242e-05,6.51799345770244e-05,6.57429975943489e-05,2.04442240600911e-06,3.84612621328957e-06,3.73808451652422e-06
"Aquiflexum",1.78153129645062e-05,2.02128556025286e-05,3.81841122654211e-05,0.000194739777855496,1.85349669366482e-05,1.57319871705572e-05,4.15630435915913e-05,0.000196687481734916,1.70713909540294e-05,4.18254423757586e-05,0.000197697524501687,1.9835986846184e-05,0.000193796414436323,3.81200096217855e-05,0.000194635052167475
"Aquimarina",6.17594395529275e-05,7.91138969644053e-05,7.53550450880032e-05,7.82526982234805e-05,5.41071680507784e-05,7.72032536699224e-05,8.53962752195993e-05,8.51198938116176e-05,3.89315046790524e-05,8.89829004537086e-05,8.61473005490318e-05,7.21460517877603e-05,8.34894404609132e-05,8.19743513276751e-05,8.09585520229899e-05
"Aquitalea",4.66562266899527e-05,4.48426492098151e-05,6.68811555331209e-05,4.30642262852022e-05,5.78943518323963e-05,2.88624542420381e-05,6.27273579813992e-05,2.82630864801149e-05,4.40301315510389e-05,6.75808916675107e-05,1.91702168767039e-05,3.46471955407576e-05,6.29674261254224e-05,7.58761349964771e-05,3.60899024309429e-05
"Arachidicoccus",3.53197682517746e-05,4.56146078284322e-05,3.38491624206019e-05,0.000100259534420724,3.76996173156274e-05,4.28344638755693e-05,2.88188175537891e-05,0.000100217520550235,3.19545603101274e-05,4.14742109611664e-05,9.93964147580861e-05,4.39383648328772e-05,0.000101945588294536,2.84586611660723e-05,0.000105891159161979
"Arcanobacterium",9.31775786251014e-06,9.72570423031627e-06,7.94957660522171e-06,1.94147863939254e-05,9.3785646932967e-06,6.40810696673441e-06,4.56641234881045e-06,1.74232244726076e-05,5.32109495690345e-06,5.42762537449585e-06,1.75997717433192e-05,5.09223242693038e-06,1.6326928563209e-05,3.77811095670066e-06,1.67467408153407e-05
"Archaeoglobus",4.17458232450467e-05,0.000181559823774442,0.000136178642053312,4.18411029035045e-05,4.19926630796428e-05,0.000170478592352321,0.000132037924962167,1.77700813986605e-05,1.31521091886527e-05,0.000232338518874213,0.000170839814085232,0.000168303393494346,0.000132155944427653,0.000132443356440923,1.41918236020262e-05
"Archangium",0.000126448096923975,6.85936953754076e-05,6.71392251408741e-05,7.61381930646745e-05,0.000148244589293511,0.00011417398263485,0.000122360926848532,0.000125473474326161,0.000201676017497864,3.24352595325306e-05,5.03030559765886e-05,0.000132173702406951,4.64546100303712e-05,0.00012420440447377,0.000131074875101699
"Arcobacter",0.000577418070879757,0.000551579321649583,0.000695917830909682,0.00054564682329518,0.000559069584368348,0.000125237743136941,0.000418567902929522,8.3312543514544e-05,7.40609716854293e-05,0.000377781274450159,0.000108114740535803,0.00011629709713015,0.000388388044995256,0.000402287531355808,5.79105508321679e-05
"Arcticibacterium",1.38689662699581e-05,1.57207792994731e-05,1.27180747113565e-05,4.56036687583616e-05,1.29298133008573e-05,9.32707677326468e-06,1.09919406255074e-05,4.73081063473477e-05,9.69616919776221e-06,1.22151418171061e-05,5.22809881205379e-05,8.1868193008171e-06,4.54650728417901e-05,1.00017287821873e-05,4.71864921204178e-05
"Arenibacter",2.75388992752719e-05,2.85065919419543e-05,9.5461939450554e-05,0.000198913304843494,6.07467984428895e-05,2.08646706952305e-05,0.000102084235916722,0.000201438035029984,5.91353817544448e-05,0.000103317791734091,0.000203142261032828,5.93024967118356e-05,0.000197167908608721,0.000101588546970377,0.000199412343445096
"Arenimonas",8.04985432812692e-05,9.31464732176945e-05,0.000110145658829586,8.08748407540685e-05,8.57187874013812e-05,4.08016070205618e-05,6.44188863519237e-05,2.04612827937252e-05,2.92642757366209e-05,6.84843272426536e-05,4.35250674410302e-05,4.70884228631549e-05,7.17780294697528e-05,7.52111055314039e-05,2.47974260306508e-05
"Aromatoleum",0.000157594443069287,0.000103208682386238,0.000129754062100666,0.000111506570649849,0.000133578775514002,0.000133542719517435,0.000129272159744326,0.000114395526421847,0.000153632856957861,0.000100011647619043,6.70948782823557e-05,6.90432301660182e-05,8.20419718820445e-05,0.000123652707752998,0.00010285138360711
"Arsenicicoccus",9.45083079085254e-05,0.000117821872599038,4.12893158267997e-05,5.14775630375693e-05,8.3279337461976e-05,9.31615831159253e-05,8.83337246641166e-05,0.000107589621178095,0.000131783226148783,0.000115403826688779,0.00013170698876515,0.000144810123652026,4.4568752147452e-05,7.69198344976395e-05,7.2588321756822e-05
"Arsenophonus",1.32468447529703e-05,1.34309943452993e-05,1.23785238280472e-05,1.51594879039459e-05,1.32115136013259e-05,4.06302259565151e-06,7.93197033887912e-06,9.39099844362783e-06,3.87280394256021e-06,7.87455958825975e-06,8.94890439162941e-06,3.22658084670525e-06,1.14160761239886e-05,7.73120078470384e-06,8.8089854325268e-06
"Arsukibacterium",4.34362378222248e-07,4.09021489645015e-07,4.11021120423027e-07,4.09825308387326e-07,4.632668771222e-07,7.75513775544756e-08,1.02953593432967e-07,1.04107656681255e-07,2.25555179187963e-07,3.65358459657221e-08,3.88743965138685e-08,1.97398636443807e-07,5.98604838740432e-08,1.97373438070434e-07,1.94890137897158e-07
"Arthrobacter",0.000292002151534613,0.000344345111370386,0.000209070694433354,0.000218050125796858,0.000286383825291077,0.000285647264740437,0.000240257590918172,0.000258850158613687,0.000370816196156422,0.000327574731333493,0.000336323188081178,0.000399753019857042,0.00013285261243601,0.000232273439406082,0.000224260826928387
"Arthrospira",2.08446679469033e-05,6.70746945286377e-05,1.92698329946695e-05,2.2093786836195e-05,1.86633523433215e-05,7.0688626936388e-05,2.0112730857004e-05,1.7880976952741e-05,1.51104404567613e-05,6.60438274050177e-05,7.15412241473535e-05,7.01612598342605e-05,2.12941636134161e-05,1.82795089672768e-05,1.68373149001227e-05
"Asaia",1.08349166132596e-05,7.91671988580475e-06,1.03055986008163e-05,8.78655850680162e-06,9.40036283792271e-06,9.06184099912745e-06,1.09424675247525e-05,1.03916244292188e-05,1.14515407894767e-05,8.85617330829259e-06,6.71843295277036e-06,7.59365217223837e-06,1.08482623398335e-05,1.22688682682152e-05,6.86523106722688e-06
"Asticcacaulis",5.39016502537002e-05,8.04176971373336e-05,4.58765053928481e-05,7.04015734734517e-05,5.19417083385568e-05,6.36648536955637e-05,3.8450942034434e-05,6.27105329308034e-05,6.21333462315857e-05,6.32039617913622e-05,6.39873784699253e-05,9.80584844843127e-05,5.91329231254509e-05,5.38652369225488e-05,7.73203498984478e-05
"Atlantibacter",2.35269392158311e-07,1.55870195155735e-07,2.06573460343002e-07,1.55870195155735e-07,2.46665311124547e-07,1.20929818230333e-07,1.8402984068997e-07,1.20929818230333e-07,2.41290984967284e-07,8.90985625206168e-08,0,1.74209188929204e-07,8.90985625206168e-08,2.12113386654318e-07,1.74209188929204e-07
"Atopobium",9.05121958728281e-05,0.000855489546688055,5.73720628894513e-05,6.86838711997823e-05,8.52623161985929e-05,0.000850837659907163,7.26827209808304e-05,8.59008462738084e-05,0.000114203774393954,0.000841992840630554,0.000852220426525558,0.000875230383033562,5.18622181559152e-05,7.58465316789417e-05,8.38746446895021e-05
"Aulosira",1.25542202849749e-08,1.25542202849749e-08,1.25542202849749e-08,1.25542202849749e-08,3.69786577082111e-08,0,0,0,2.70899027398927e-08,0,0,2.70899027398927e-08,0,2.70899027398927e-08,2.70899027398927e-08
"Aurantimicrobium",1.03601432712124e-05,1.40657841536e-05,1.1940149944913e-05,8.90158885412146e-06,8.60397262188748e-06,1.48549291849961e-05,1.21314795488329e-05,9.22141070011484e-06,8.74459019332471e-06,1.7717639830303e-05,1.47111996434442e-05,1.52222559665547e-05,1.05741514757034e-05,9.11044078152577e-06,6.5176591145572e-06
"Aurantimonas",6.55253689094309e-05,4.94490485984863e-05,0.00013340950922752,3.44714785414985e-05,9.34301629151925e-05,5.98832856359558e-05,0.000146991376879277,7.24795092336461e-05,0.000101350061428341,0.000138418444869569,5.6649368384746e-05,9.55259698755922e-05,0.000140781640996801,0.000172577854617384,9.48547222161526e-05
"Auraticoccus",4.60001763834859e-05,5.69355917566578e-05,2.6683887866212e-05,2.52300294090801e-05,4.00534183400552e-05,4.47442935624796e-05,4.49170051274689e-05,5.21328575640805e-05,6.5856418221086e-05,5.54693124997852e-05,6.20287009014543e-05,7.07238057897004e-05,2.86935999025785e-05,4.26323884390702e-05,3.65830226771749e-05
"Aureimonas",6.08534084546513e-05,3.95751131798188e-05,8.78054999388351e-05,3.85949213725056e-05,5.00780516467645e-05,4.9079450896097e-05,9.41836848981733e-05,5.40231904589734e-05,7.66548646496005e-05,8.11958660152986e-05,3.13467791818818e-05,6.20264343579076e-05,8.37805908141835e-05,9.94389120915492e-05,5.56664135110804e-05
"Aureitalea",7.94660578931242e-06,8.96274262143788e-06,1.64272019423087e-05,4.89257973379609e-05,7.64663225902024e-06,7.03058591883993e-06,1.60711731881044e-05,5.0243264188281e-05,6.3974138190865e-06,1.69733209474193e-05,5.16316282257482e-05,7.20809925033275e-06,4.94972962824888e-05,1.57691214750821e-05,4.95889098890109e-05
"Auricoccus",9.35043585614975e-06,0.000186571884753901,1.67027675133204e-05,9.85055883339972e-06,9.24549040762406e-06,0.000186645085052597,1.33852333401569e-05,3.18291097394503e-06,2.93820159472813e-06,0.00018852086822848,0.000187473876967216,0.000187234845298556,1.34876978938435e-05,1.28279252656252e-05,1.60468433382098e-06
"Auritidibacter",7.25587104992048e-06,1.02615848593177e-05,6.68465498496099e-06,7.65230048992804e-06,7.12896371297086e-06,9.8739366892584e-06,6.00907425939422e-06,6.78837729390753e-06,6.28171495203695e-06,9.23739396962805e-06,9.66946319768269e-06,1.02170930418138e-05,6.50836863026769e-06,6.12460798916309e-06,5.94620647923878e-06
"Austwickia",1.46526925340079e-05,1.02574104930651e-05,8.40108826632612e-06,1.04019006104682e-05,1.3364878122843e-05,1.15107114927265e-05,1.37765739238694e-05,1.20719506668298e-05,1.91126523609417e-05,8.31713923022858e-06,7.96145942830726e-06,1.5922855114471e-05,8.84067138264106e-06,1.15420775236955e-05,1.51948183824952e-05
"Avibacterium",1.31595026076857e-05,1.36908980642554e-05,1.91987031941336e-05,1.78645276574627e-05,1.23994496874126e-05,5.25749963665941e-06,1.43878957810772e-05,1.41606778462874e-05,5.4880891583512e-06,1.3255945204262e-05,1.30788969241979e-05,3.60758262663746e-06,2.02108224559991e-05,1.31145836105538e-05,1.33588967350787e-05
"Azoarcus",0.000872645529943163,0.0005137758875721,0.00441275286766598,0.00068161191911204,0.000733739052232471,0.00076347154977301,0.00439443296914872,0.00076678743980433,0.000966361862167165,0.00443702271181344,0.000545856931543209,0.00042352645776748,0.00428658009431119,0.00452189320142946,0.000777926705259349
"Azorhizobium",0.000100643287667003,0.000111378410829463,5.70722675180918e-05,5.34199583121923e-05,7.12580451013013e-05,0.000110774182296905,9.53130901024126e-05,0.000107166384604427,0.000125144598292261,0.000108471238746106,0.0001186223263211,0.000124668819375361,5.54652144750177e-05,7.49429365978879e-05,5.84369122725934e-05
"Azospira",0.000188689140680316,0.000139628712234885,0.000229875550038684,0.000270356539295746,0.000155436056618544,0.000117182452405352,0.000212018080578813,0.00024842890182793,0.00013345673349961,0.000187342704560869,0.000225938711911257,6.39612928891614e-05,0.0002581370826242,0.000209884797175293,0.000250649147898931
"Azospirillum",0.000867455260221401,0.000540382560057074,0.00044850279616898,0.000672019994574355,0.00068401150196781,0.000753079637217355,0.000704653725190973,0.000971830934316452,0.00107564813617749,0.000361384391855694,0.000654373292113758,0.000734696546799067,0.000592883033711721,0.000652709535596351,0.000716269386613809
"Azotobacter",0.000218049188187694,0.00021240465133834,0.000217668779287568,0.000242769805344117,0.000227222254648513,8.67249708532564e-05,7.12238746106361e-05,8.79346374477135e-05,0.000104434044798558,8.78488488054291e-05,0.000138924307130999,6.7340023620785e-05,8.09815652520899e-05,0.000107171891836187,0.000150685422046745
"Bacillus",0.00283428464497981,0.0041232265228871,0.00274784072119405,0.00263080930047622,0.00263378662148754,0.00387031413181996,0.00207113185677478,0.0016054197917496,0.00103732960001963,0.0030928614984037,0.00344141674595368,0.00401005912956684,0.00156358381200847,0.00196145898301138,0.00128507311121142
"Bacterioplanes",1.01275950637847e-05,1.2624249863408e-05,8.16928978622535e-06,1.11235646926889e-05,8.9806494325378e-06,1.31492949048389e-05,1.00376723879505e-05,1.20083016609486e-05,9.37265695648538e-06,1.13941122588786e-05,1.44221466511636e-05,1.2954148340447e-05,1.08482431598168e-05,9.20358346868963e-06,1.08445958592444e-05
"Bacteriovorax",2.09380281233696e-05,1.92120171034302e-05,2.03684382490571e-05,1.95508997189555e-05,2.13672623948366e-05,1.74564329215933e-05,1.4581618978637e-05,1.19329761761937e-05,1.3321890872145e-05,1.59775880808463e-05,1.56269433525346e-05,1.81514792065115e-05,1.27276766018186e-05,1.46558186958798e-05,1.18767085341732e-05
"Bacteroides",0.000386452807110971,0.000315814753821616,0.000427063713034902,0.00298884826800354,0.000384608793577224,0.000209624091143358,0.000359476014425929,0.00299705744846211,0.000210083672171497,0.000260948143220804,0.00296213769203803,0.000226901250790879,0.00298228444550375,0.000381329152596528,0.00305234466093789
"Balneola",7.90202155226542e-06,6.3653410603713e-06,3.1833215009032e-05,1.42585409342997e-05,6.79015699186088e-06,5.7966375951289e-06,3.34242171191968e-05,1.48356631599019e-05,5.21159783255542e-06,3.32171839501951e-05,1.33866764054819e-05,3.88715162696346e-06,3.36420798291261e-05,3.40622885406691e-05,1.42479339700395e-05
"Barnesiella",9.57559474860804e-06,1.0011293835026e-05,1.138981472396e-05,7.15458062051833e-05,9.68360423109969e-06,8.35266377608689e-06,9.60785805248013e-06,7.14106282009583e-05,7.87031279100337e-06,1.18875031467087e-05,7.40271305669059e-05,3.08965523244034e-06,7.09208523528877e-05,1.08984120625203e-05,7.31106466406085e-05
"Bartonella",0.000104831494098949,7.97651187804757e-05,9.32540561919356e-05,8.23413667735247e-05,9.2824292182378e-05,7.70046792412533e-05,9.50473192488898e-05,6.98195900885643e-05,5.72307879456264e-05,6.83503718870241e-05,4.79496672072177e-05,6.13134179493619e-05,6.88373822298684e-05,7.90441909317244e-05,5.29805519146636e-05
